icao24,min_altitude,max_altitude,mean_altitude,min_velocity,max_velocity,mean_velocity,latitude_range,longitude_range,duration
a3661f,8702.04,8953.5,8769.349999999999,249.93,250.3,250.17666666666662,0.0998999999999981,0.11369999999999436,3254.0
a36636,10972.8,10972.8,10972.800000000003,223.52,224.04,224.0,0.014000000000002899,0.20020000000000948,3592.0
a36659,10972.8,10980.42,10978.47069767442,223.8,232.84,225.61465116279066,0.05849999999999511,0.2301000000000073,3592.0
a3687e,2887.98,3002.28,2963.6357142857137,132.78,133.29,133.18071428571426,0.0005999999999986017,0.022500000000007958,1217.0
a36898,541.02,541.02,541.0200000000002,87.75,88.22,87.78357142857143,0.00019999999999953388,0.00359999999999161,268.0
a36980,2560.32,11277.6,9524.487731092446,146.03,233.62,205.8333613445377,6.154800000000002,0.33389999999999986,3592.0
a369ee,11277.6,11277.6,11277.600000000002,253.94,254.59,254.06750000000002,0.1302999999999983,0.1769000000000034,3592.0
a36a13,5684.52,6012.18,5758.988181818181,219.04,224.89,220.3695454545455,0.08749999999999858,0.019800000000003593,2688.0
a36ea8,10675.62,10683.24,10677.95947368421,244.11,244.47,244.42894736842103,0.06020000000000181,0.0771000000000015,3009.0
a36f7e,10370.82,10370.82,10370.820000000002,221.83,222.34,222.1118421052632,0.00039999999999906777,0.015399999999999636,1139.0
a36f90,11590.02,11590.02,11590.02,64.92,237.18,151.05,0.0009999999999976694,0.007800000000003138,19.0
a36fa4,2743.2,3314.7,3168.5066129032252,156.98,191.98,182.67830645161288,0.21130000000000138,0.08149999999999125,3592.0
a37020,2743.2,2796.54,2750.3119999999994,122.39,122.96,122.73533333333332,0.008900000000004127,0.03210000000000002,374.0
a3725a,2712.72,10058.4,8298.179999999998,146.91,226.86,214.51239999999999,11.1433,6.4232000000000085,2867.0
a37347,5577.84,6294.12,5839.358400000001,124.59,209.11,201.96200000000002,0.10719999999999885,0.027899999999988268,2867.0
a373b7,10668.0,10668.0,10668.0,240.87,243.01,242.5818181818182,0.02190000000000225,0.11839999999999407,2884.0
a373da,9151.62,9151.62,9151.62,238.17,238.17,238.17,0.0,0.0,0.0
a37616,3200.4,3215.64,3209.6901369863012,155.57,155.57,155.56999999999996,0.0029000000000038995,0.006799999999998363,2105.0
a3764b,9959.34,9982.2,9968.977058823531,240.0,240.46,240.2435294117647,0.0058000000000006935,0.003200000000006753,1900.0
a376ec,9753.6,10972.8,10740.571428571428,221.56,230.19,228.62396825396823,2.139400000000002,7.909299999999988,2747.0
a3776f,7688.58,7688.58,7688.58,229.45,229.45,229.45,0.0,0.0,231.0
a3778e,10972.8,10980.42,10974.558461538458,247.7,252.23,249.60307692307694,0.09859999999999758,0.11690000000000111,3254.0
a379cd,1630.68,1630.68,1630.68,114.37,114.37,114.37,0.0,0.0,314.0
a37a02,10203.18,10523.22,10307.109924812032,247.53,249.51,248.12345864661654,0.021599999999999397,0.22910000000000252,3592.0
a37a3f,5074.92,5196.84,5170.085333333333,207.89,209.43,209.14600000000004,0.000499999999995282,0.033299999999997,2494.0
a37ab5,10668.0,10675.62,10670.873114754098,247.92,247.98,247.9613114754098,0.02949999999999875,0.004199999999997317,2688.0
a37af8,8435.34,10668.0,9075.68581395349,212.47,242.29,221.31337209302322,0.24779999999999802,10.859200000000001,3434.0
a37d8d,7574.28,7757.16,7691.2469999999985,249.88,251.29,250.84700000000004,0.04240000000000066,0.0893999999999977,2847.0
a37db9,10972.8,10972.8,10972.8,224.38,225.9,225.3285714285714,0.16029999999999944,0.03669999999999618,3592.0
a37df6,8229.6,8229.6,8229.599999999999,227.92,228.57,228.10725490196074,0.013399999999997192,0.05349999999999966,1821.0
a37e5a,3482.34,5052.06,3988.3442857142873,158.59,188.95,173.53682539682544,0.13899999999999935,0.17489999999999384,3592.0
a37e80,2941.32,3025.14,3000.5547169811325,152.56,155.3,153.57339622641513,0.06380000000000052,0.05760000000000787,2974.0
a37ea4,6400.8,6576.06,6529.831999999999,230.46,231.89,231.6993333333333,0.07750000000000057,0.05530000000000257,338.0
a37eb0,3901.44,7399.02,5956.390714285714,182.11,226.91,202.2819642857143,0.5198,7.886499999999998,3113.0
a37ec4,3512.82,3985.26,3811.8288000000002,180.9,194.94,190.25079999999997,0.012700000000002376,0.1203000000000003,2867.0
a37fa1,10668.0,10668.0,10668.0,234.76,234.97,234.87818181818184,0.028100000000002012,0.09580000000001121,618.0
a3813b,1584.96,10355.58,3046.73,125.9,239.5,144.83333333333334,3.437199999999997,8.281400000000005,423.0
a38237,800.1,929.64,859.3873170731708,85.44,89.79,87.1942682926829,0.019499999999993634,0.014500000000012392,2800.0
a382b6,10355.58,10363.2,10361.620243902438,242.25,242.31,242.29573170731706,0.004999999999999005,0.08840000000000714,2326.0
a384f2,7459.98,7475.22,7468.68857142857,208.68,209.18,208.9657142857143,0.006700000000002149,0.0020999999999986585,283.0
a38527,5425.44,10980.42,9701.812222222223,177.32,232.22,214.76000000000002,7.037000000000003,3.1766999999999967,3169.0
a385c8,10668.0,10668.0,10668.0,243.51,244.02,243.8910344827586,0.056100000000000705,0.006500000000002615,2919.0
a3861f,11582.4,11582.4,11582.399999999996,224.42,224.81,224.71087912087916,0.08960000000000434,0.09029999999999916,3206.0
a38633,10668.0,10668.0,10668.0,253.07,258.64,254.58662337662335,3.4669000000000025,9.821799999999996,2433.0
a38991,11277.6,11277.6,11277.600000000002,233.11,234.0,233.61954545454543,0.08100000000000307,0.05850000000000932,2884.0
a38a21,11582.4,11582.4,11582.399999999998,223.01,223.42,223.24333333333337,0.12120000000000175,0.21460000000000434,1217.0
a38c60,10668.0,10668.0,10668.0,259.87,260.7,260.4082926829268,0.0071000000000012164,0.02400000000000091,2459.0
a38c64,5791.2,10058.4,7730.836363636362,195.53,229.23,197.54272727272726,1.8815999999999988,16.4182,2884.0
a38c95,3230.88,9448.8,8234.476799999999,167.48,258.11,240.62080000000003,6.475800000000003,2.6910000000000025,2867.0
a38d49,9448.8,9448.8,9448.799999999996,239.73,268.58,252.93409090909083,0.0870000000000033,0.020899999999997476,2884.0
a38d8f,10972.8,10972.8,10972.800000000001,245.85,250.92,249.02618644067792,0.7169999999999987,7.7039999999999935,3592.0
a38db4,11277.6,11277.6,11277.600000000002,263.64,264.67,264.08337349397584,0.0031000000000034333,0.095799999999997,2326.0
a39017,9784.08,9784.08,9784.08,239.56,239.56,239.56,0.0,0.0,282.0
a3904c,11277.6,11277.6,11277.599999999999,234.68,234.68,234.68000000000004,0.001100000000000989,0.0075999999999964984,876.0
a390ff,8534.4,8534.4,8534.399999999998,195.37,195.37,195.36999999999998,0.0,0.0,233.0
a39113,3970.02,3970.02,3970.019999999999,191.71,191.71,191.71,0.0,0.0,283.0
a39630,8503.92,8534.4,8530.631868131868,229.78,230.55,230.19978021978022,0.017500000000001847,0.1092000000000013,3169.0
a3970f,9425.94,11582.4,10291.7625,224.38,228.77,226.7980833333333,5.604900000000001,3.345399999999998,3592.0
a39723,10668.0,10668.0,10668.0,229.07,229.8,229.5939130434783,0.05870000000000175,0.09230000000000871,2830.0
a3979f,10469.88,12192.0,10874.594579439248,219.62,229.72,221.4780373831776,2.143899999999995,8.613100000000003,3184.0
a399b9,10416.54,10668.0,10486.644000000004,271.44,273.61,272.04200000000003,0.03119999999999834,0.10779999999999745,374.0
a399de,9144.0,9151.62,9150.6675,215.89,216.23,216.1875,0.05109999999999815,0.0747999999999962,2865.0
a39ada,5113.02,5113.02,5113.02,202.33,202.33,202.33,0.0,0.0,17.0
a39b39,1615.44,2232.66,1854.8349999999998,121.95,128.1,122.92625,0.08019999999999783,0.0011999999999972033,2762.0
a39d95,2034.54,10066.02,6547.7136,123.6,241.13,151.86,1.1022999999999996,6.270400000000009,2867.0
a39e6b,9745.98,9745.98,9745.98,238.01,238.01,238.01,0.0,0.0,52.0
a39f0d,11277.6,11285.22,11282.449090909091,239.65,258.24,252.4931818181818,0.17210000000000036,7.935699999999997,2884.0
a39fb1,10972.8,10972.8,10972.800000000005,201.39,203.4,202.57389610389612,0.04540000000000077,0.29240000000000066,3592.0
a3a0ca,502.92,525.78,520.4459999999999,91.57,94.66,93.22025000000001,0.0037999999999982492,0.0,2633.0
a3a0cc,11277.6,11277.6,11277.600000000002,253.42,253.42,253.42000000000002,0.012100000000003774,0.053999999999987836,286.0
a3a0cf,2186.94,2506.98,2381.3218867924525,142.37,145.07,144.0854716981132,0.021100000000004115,0.019499999999993634,3169.0
a3a0eb,10721.34,10721.34,10721.34,236.87,236.87,236.87,0.0,0.0,226.0
a3a155,9128.76,9128.76,9128.759999999998,220.59,220.59,220.59,0.0,0.0,192.0
a3a5d9,5996.94,5996.94,5996.9400000000005,201.96,201.96,201.96,0.0,0.0,233.0
a3a5eb,8785.86,9014.46,8881.109999999999,232.15,235.68,234.12318181818185,0.09259999999999735,0.024399999999999977,2884.0
a3a5ec,739.14,2156.46,1374.7667532467533,129.01,140.95,136.31038961038962,0.07050000000000267,0.11060000000000514,3592.0
a3a65f,4244.34,4274.82,4257.726486486488,190.55,194.94,191.6989189189189,0.016600000000000392,0.00560000000000116,690.0
a3a67b,2171.7,2522.22,2441.3307692307694,110.01,115.01,113.85615384615386,0.06269999999999953,0.008200000000002206,986.0
a3a8ba,6972.3,7071.36,7023.333947368423,231.77,233.31,232.38078947368425,0.001300000000000523,0.01829999999999643,1738.0
a3a93b,7924.8,7924.8,7924.799999999999,228.93,230.99,229.78444444444443,0.11010000000000275,0.0005000000000023874,2867.0
a3a990,10668.0,10683.24,10673.926666666664,231.14,233.41,231.79777777777775,9.978299999999997,21.8292,2867.0
a3a9a2,10058.4,10058.4,10058.399999999998,242.05,242.94,242.68571428571423,0.04410000000000025,0.11719999999999686,2884.0
a3a9af,2034.54,2720.34,2150.200714285714,147.52,151.64,148.44642857142853,0.0622000000000007,0.02179999999999893,812.0
a3a9eb,9601.2,9875.52,9659.257142857145,231.7,236.55,235.61380952380958,0.09789999999999921,0.06620000000000914,707.0
a3aa32,11277.6,11285.22,11284.915199999998,244.59,247.13,246.16920000000002,0.020699999999997942,0.1542999999999921,2867.0
a3ac7a,3947.16,4853.94,4231.598360655737,216.73,225.78,219.55188524590167,0.07509999999999906,0.3234999999999957,3592.0
a3aca6,1676.4,2316.48,1922.0688,95.98,98.88,97.38280000000003,0.04079999999999728,0.04180000000000916,2867.0
a3ad47,11285.22,11292.84,11290.169072164945,229.81,231.04,230.37123711340212,0.0478999999999985,0.06009999999999138,2553.0
a3ad5a,8229.6,8846.82,8690.609999999999,236.21,237.32,236.88909090909092,7.772199999999998,13.144199999999998,618.0
a3ad6d,6088.38,6096.0,6093.2290909090925,189.66,214.66,207.87363636363634,0.07869999999999777,0.028700000000000614,2884.0
a3ada3,53.34,53.34,53.34,76.0,76.0,76.0,0.0,0.0,17.0
a3adce,571.5,571.5,571.5,85.99,85.99,85.99,0.0,0.0,17.0
a3ade9,10363.2,10370.82,10370.15739130435,222.09,222.26,222.1560869565218,0.019899999999999807,0.15200000000000102,2867.0
a3b028,10050.78,10066.02,10058.624117647058,238.75,239.89,238.9626470588235,0.21659999999999968,0.10000000000000853,3592.0
a3b05d,11277.6,11277.6,11277.6,242.73,242.82,242.73620689655166,0.029400000000002535,0.2248000000000019,3254.0
a3b0fe,9144.0,9144.0,9144.0,221.32,221.32,221.32,0.0,0.0,17.0
a3b110,4899.66,5402.58,5155.874358974361,214.54,218.46,216.8488888888889,0.06850000000000023,0.03810000000000002,3009.0
a3b111,3901.44,4404.36,4259.2625,169.21,174.75,172.32666666666668,0.06450000000000244,0.03650000000000375,2762.0
a3b11e,9281.16,11277.6,9744.296511627912,203.93,231.34,218.42453488372104,2.465299999999999,6.378799999999998,3592.0
a3b268,11887.2,11887.2,11887.199999999999,246.42,247.48,246.98092436974795,0.19290000000000163,0.015799999999998704,3592.0
a3b3df,1798.32,1813.56,1812.8042975206615,139.81,153.0,150.9014049586777,0.03009999999999735,0.11019999999999186,3592.0
a3b414,11277.6,11277.6,11277.599999999999,256.94,256.94,256.93999999999994,0.008699999999997488,0.032399999999995543,2672.0
a3b4b5,10622.28,10683.24,10647.72305084746,255.9,257.04,256.53169491525426,0.015999999999998238,0.06100000000000705,3079.0
a3b4c8,4046.22,9136.38,5584.850399999999,206.63,227.13,212.36880000000002,3.5473,7.7742000000000075,2867.0
a3b4d6,7452.36,7917.18,7695.430303030301,219.06,221.54,220.63545454545454,0.02690000000000481,0.08270000000000266,3236.0
a3b50f,10668.0,10972.8,10871.199999999999,220.68,251.53,230.96333333333325,7.203000000000003,16.2843,338.0
a3b529,11277.6,11277.6,11277.600000000006,257.28,259.03,258.01908163265296,0.02470000000000283,0.1307999999999936,3169.0
a3b557,8808.72,8808.72,8808.72,227.86,227.86,227.86,0.0,0.0,17.0
a3b796,6096.0,6560.82,6248.638125,226.76,231.09,227.66421874999995,0.18299999999999983,0.0922999999999945,3592.0
a3b7cb,9144.0,11079.48,9509.431551724138,235.09,239.33,238.2881034482758,6.691099999999995,2.494199999999992,3592.0
a3b7d1,6286.5,7200.9,6530.826382978721,199.1,207.98,202.11212765957447,0.03240000000000265,0.22919999999999163,3592.0
a3b87f,10355.58,10355.58,10355.58,238.23,238.23,238.23,0.0,0.0,17.0
a3b88e,9326.88,9555.48,9429.36471910112,253.63,254.3,253.96404494382026,0.03459999999999752,0.10190000000000055,3206.0
a3b8f5,11277.6,11277.6,11277.6,236.72,236.72,236.72,0.0,0.0,17.0
a3bda6,3703.32,3741.42,3716.0200000000004,156.01,156.63,156.21666666666667,0.0013999999999967372,0.008700000000004593,140.0
a3be7c,10363.2,10363.2,10363.2,237.61,238.04,237.6444,0.07249999999999801,0.12699999999999534,2867.0
a3be8f,10668.0,10683.24,10674.927272727271,221.74,256.12,254.41499999999996,0.049799999999997624,0.12449999999999761,2884.0
a3c192,8717.28,9113.52,8932.756666666664,185.2,188.13,187.17500000000004,0.07339999999999947,0.10070000000000334,2867.0
a3c233,655.32,655.32,655.32,102.38,102.38,102.38,0.0,0.0,109.0
a3c246,2065.02,2880.36,2471.997272727273,142.66,158.1,146.94636363636366,0.07520000000000238,0.04640000000000555,2884.0
a3c291,10668.0,10668.0,10668.0,228.56,228.56,228.55999999999997,0.0,0.0,233.0
a3c3e6,11277.6,11277.6,11277.600000000002,252.96,253.04,252.9636363636364,0.019199999999997885,0.1816000000000031,2884.0
a3c514,6195.06,6286.5,6254.247906976743,188.33,190.39,189.4574418604651,0.00030000000000285354,0.02389999999999759,2654.0
a3c549,10363.2,10363.2,10363.199999999999,212.86,212.86,212.86000000000004,0.0,0.0,233.0
a3c662,10355.58,10355.58,10355.58,247.17,247.17,247.17000000000002,0.0,0.0,109.0
a3c68c,297.18,312.42,299.8304347826088,70.28,70.28,70.27999999999999,0.0018000000000029104,0.0026000000000001577,386.0
a3c775,10972.8,10972.8,10972.8,234.53,237.01,236.51272727272726,0.11979999999999791,0.3563000000000045,3592.0
a3c8cb,9601.2,10218.42,9781.478048780487,233.36,237.72,236.93292682926833,0.13889999999999958,0.19350000000000023,3592.0
a3c9a1,11277.6,11277.6,11277.600000000002,268.79,268.79,268.79,0.002899999999996794,0.019700000000000273,1027.0
a3c9b4,10370.82,10370.82,10370.820000000002,225.82,225.82,225.82,0.0,0.0,192.0
a3ca01,8907.78,9121.14,9028.480800000001,228.23,230.38,229.2224,0.00549999999999784,0.11339999999999861,2867.0
a3ca43,1699.26,2087.88,1959.6409756097557,132.2,141.24,138.5429268292683,0.009500000000002728,0.14110000000000866,3289.0
a3cc82,9753.6,9753.6,9753.600000000002,213.16,213.16,213.15999999999994,0.00019999999999953388,0.007999999999995566,368.0
a3ccb7,11574.78,11574.78,11574.78,238.04,238.04,238.04,0.0,0.0,17.0
a3cd58,10972.8,10980.42,10974.592941176472,248.82,249.55,249.15227941176465,0.20660000000000167,0.252200000000002,3592.0
a3cd6b,11277.6,11277.6,11277.6,230.13,230.13,230.13,0.0,0.0,17.0
a3cd7d,10668.0,10668.0,10668.0,257.85,258.15,258.1438775510204,0.023499999999998522,0.03840000000000998,1519.0
a3cf4f,10972.8,10972.8,10972.800000000001,238.22,238.71,238.3847916666667,0.024100000000000676,0.06980000000000075,3254.0
a3cf6d,9029.7,9281.16,9153.86117647059,239.53,241.64,240.3164705882353,0.017499999999998295,0.12770000000000437,2884.0
a3d074,13716.0,13716.0,13716.0,218.73,219.26,219.20952380952374,0.07929999999999637,0.002900000000011005,2865.0
a3d122,6050.28,6400.8,6096.000000000002,205.98,209.42,206.28857142857146,0.08849999999999625,0.04989999999999384,812.0
a3d3f0,2453.64,10675.62,8183.517142857145,119.28,254.26,202.64809523809527,7.197900000000004,14.9362,2706.0
a3d4ed,10363.2,10363.2,10363.199999999999,245.53,245.53,245.53000000000003,0.0,0.0,300.0
a3d7a7,10965.18,10965.18,10965.179999999997,237.24,237.24,237.23999999999992,0.0,0.0,233.0
a3d890,6941.82,7437.12,7154.764363636362,225.31,228.67,226.22899999999996,0.17629999999999768,0.03309999999999036,3592.0
a3db5e,10363.2,10363.2,10363.199999999997,217.11,217.58,217.46467391304353,0.023200000000002774,0.0700999999999965,2570.0
a3db93,160.02,160.02,160.02,46.31,46.31,46.31,0.0,0.0,52.0
a3dc34,10660.38,10660.38,10660.38,235.04,235.57,235.28875,0.005699999999997374,0.004900000000006344,318.0
a3dc5a,7162.8,7178.04,7169.9717647058815,221.77,221.77,221.77000000000004,0.0011999999999972033,0.006999999999990791,1225.0
a3df4a,11269.98,11277.6,11276.9904,227.73,228.85,228.25119999999998,0.02680000000000149,0.1214999999999975,2867.0
a3dfeb,5897.88,10683.24,7966.862400000001,175.93,227.91,219.13679999999997,16.5489,2.194999999999993,2867.0
a3dffe,10058.4,10066.02,10062.21,233.49,233.49,233.49,0.012700000000002376,0.0010999999999938836,178.0
a3e08d,8839.2,8846.82,8846.2104,259.93,261.82,261.1796,0.042099999999997806,0.16610000000000014,2867.0
a3e5fa,1051.56,9448.8,4153.0905,98.26,233.18,165.38675000000003,3.947099999999999,4.188500000000005,3592.0
a3e69d,320.04,495.3,417.6091304347826,71.51,88.54,81.22923913043478,0.00039999999999906777,0.03349999999998943,3151.0
a3e8dc,5829.3,5852.16,5836.205625,217.86,218.2,217.94500000000002,0.0027000000000043656,0.011800000000008026,859.0
a3e911,11582.4,11582.4,11582.399999999998,217.81,218.26,217.86499999999995,0.07939999999999969,0.054000000000002046,3151.0
a3e9c5,10972.8,10972.8,10972.800000000005,228.33,228.33,228.33000000000013,0.017799999999994043,0.024499999999989086,1992.0
a3ea54,2377.44,11590.02,7003.370697674419,148.25,222.79,189.34968992248062,1.4560999999999993,8.111099999999993,3592.0
a3ec93,10660.38,10668.0,10666.24153846154,260.47,261.2,261.0315384615384,0.1039999999999992,0.13979999999999393,986.0
a3ecc8,7856.22,11582.4,10205.333478260873,235.56,238.91,237.4534782608695,6.642599999999998,2.9632000000000005,3206.0
a3ed69,3025.14,3025.14,3025.14,176.18,176.91,176.24952380952377,0.0009999999999976694,0.0015000000000071623,559.0
a3ed7c,8938.26,9479.28,9082.5443902439,241.3,242.8,241.87894308943092,0.2038999999999973,0.29120000000000346,3592.0
a3ed91,701.04,975.36,801.0144,81.8,92.11,87.8516,0.0002999999999957481,0.05700000000000216,2867.0
a3ef1b,792.48,10668.0,4112.387,124.96,252.73,167.53766666666664,6.0169,1.6807999999999907,2477.0
a3efa2,3909.06,4747.26,4481.553913043479,184.87,195.24,192.7457391304348,0.09799999999999898,0.14180000000000348,3592.0
a3f00a,1485.9,10675.62,4724.848235294116,143.18,239.77,177.61991596638651,4.094799999999999,5.909700000000001,3592.0
a3f04a,10355.58,10363.2,10356.028235294118,236.15,237.18,236.69941176470587,0.11149999999999949,0.00910000000000366,2762.0
a3f07f,11269.98,11285.22,11277.237142857144,250.48,250.97,250.85333333333332,0.031200000000005446,0.10520000000001062,2865.0
a3f1c2,10363.2,10370.82,10369.882153846153,237.76,238.34,238.18276923076922,0.026300000000006207,0.2879999999999967,3592.0
a3f3dc,3208.02,4206.24,3548.0625,157.28,176.5,164.705234375,0.0409000000000006,0.20279999999999632,3592.0
a3f401,4678.68,10363.2,8836.152,208.47,244.79,239.7944,12.199600000000004,3.7886000000000024,2867.0
a3f4d7,8839.2,8846.82,8845.731428571431,254.09,254.81,254.37619047619052,0.06789999999999452,0.08220000000000027,2865.0
a3f4ea,10066.02,10066.02,10066.020000000002,241.61,241.61,241.61000000000007,0.0,0.0,245.0
a3f500,10972.8,11582.4,11419.839999999997,222.17,247.55,228.9826666666667,5.3782,3.8327000000000027,374.0
a3f621,9144.0,10668.0,9753.6,237.26,260.09,256.0088,1.581199999999999,12.75699999999999,2867.0
a3f7b8,9761.22,9761.22,9761.22,250.54,252.08,251.13708333333338,0.13670000000000115,0.0006999999999948159,2762.0
a3f8a1,10668.0,10668.0,10668.0,272.13,272.13,272.12999999999994,0.004100000000001103,0.023000000000010346,1629.0
a3f8b8,9144.0,9144.0,9144.0,228.6,228.6,228.6,0.0,0.0,192.0
a3fb6f,10355.58,10370.82,10361.950819672127,218.41,218.78,218.5829508196722,0.09270000000000067,0.13019999999998788,3592.0
a3fba4,6309.36,6591.3,6485.839199999999,228.6,237.52,233.90760000000003,0.047699999999998965,0.15169999999999106,2867.0
a3fc58,10668.0,10668.0,10668.0,249.98,249.98,249.97999999999996,0.0,0.0,192.0
a3ff26,10363.2,10370.82,10368.495254237292,235.98,236.37,236.10364406779658,0.11710000000000065,0.1670999999999907,3592.0
a4000f,10058.4,10058.4,10058.399999999998,212.18,212.68,212.56461538461537,0.02750000000000341,0.006799999999998363,2776.0
a4009e,10972.8,10980.42,10973.201052631577,216.16,216.16,216.16,0.000499999999995282,0.0013999999999896318,2038.0
a40312,2415.54,2415.54,2415.54,127.23,127.23,127.23,0.0,0.0,17.0
a403b3,7665.72,7955.28,7815.332195121951,251.86,252.94,252.3260975609756,0.008700000000004593,0.1086000000000098,3184.0
a40654,6705.6,6705.6,6705.5999999999985,212.46,212.94,212.6921839080459,0.06450000000000244,0.032099999999999795,2379.0
a40694,10561.32,10584.18,10570.583529411764,266.72,266.72,266.71999999999997,0.0045000000000001705,0.01300000000000523,1770.0
a406c9,7917.18,8732.52,8002.927951807228,245.15,257.94,250.8010843373494,0.1629999999999967,0.19759999999999422,3306.0
a4076a,10111.74,10248.9,10186.280198019804,219.9,223.08,221.28920792079202,0.060600000000000875,0.05299999999999727,3206.0
a4077d,5730.24,5829.3,5761.428837209301,202.68,204.3,203.0358139534884,0.005099999999998772,0.024999999999991473,2739.0
a4095f,8503.92,8618.22,8564.077894736838,223.48,223.89,223.6526315789473,0.018000000000000682,0.01670000000000016,1027.0
a40ca4,6088.38,7269.48,6413.296799999999,213.98,225.66,223.45759999999999,0.11929999999999907,0.00730000000000075,2867.0
a40cd9,10058.4,10058.4,10058.4,5.92,245.46,65.805,0.0,0.0,56.0
a40d7a,11117.58,11582.4,11557.406400000002,224.67,255.38,227.65680000000003,2.001100000000001,2.2073999999999927,2867.0
a40d8d,9136.38,9136.38,9136.38,235.68,235.68,235.68,0.0,0.0,127.0
a41090,7665.72,11590.02,8559.3936,223.16,224.52,224.02720000000002,7.313500000000001,19.44109999999999,2867.0
a41144,2255.52,10668.0,8888.383636363636,139.95,260.18,222.84681818181818,11.611800000000002,7.4739999999999895,2884.0
a41447,10812.78,10812.78,10812.78,8.75,8.75,8.75,0.0,0.0,0.0
a414e8,6949.44,6964.68,6959.599999999999,245.02,245.31,245.21333333333334,0.006399999999999295,0.007000000000005002,140.0
a414fb,10668.0,10668.0,10668.0,242.33,244.1,242.73846153846154,0.12579999999999814,0.18970000000000198,986.0
a416be,1493.52,1493.52,1493.52,121.37,121.37,121.36999999999998,0.0,0.0,163.0
a41743,10972.8,10972.8,10972.799999999996,211.06,211.11,211.08068965517248,0.0008999999999943498,0.011199999999988108,1138.0
a417af,11574.78,11582.4,11580.433548387102,217.39,217.39,217.39000000000007,0.0021999999999948727,0.009699999999995157,842.0
a417c9,3474.72,3931.92,3617.595,191.38,201.98,196.07208333333335,0.0075999999999964984,0.12959999999999638,1360.0
a417fe,11582.4,11582.4,11582.399999999998,228.6,229.26,228.99439024390244,0.0033999999999991815,0.08840000000000714,2746.0
a41941,11003.28,11003.28,11003.280000000002,226.05,226.57,226.48657894736837,0.035899999999998045,0.07299999999999995,2162.0
a41b89,556.26,10363.2,3042.1118181818183,90.4,205.47,124.37670454545454,0.3972999999999942,7.734300000000005,2956.0
a41c56,4023.36,4823.46,4527.731428571427,186.09,201.1,196.5276984126984,0.10529999999999973,0.15919999999999845,3592.0
a41cf8,3398.52,3398.52,3398.52,152.49,152.49,152.49,0.0,0.0,17.0
a41e74,10736.58,10972.8,10834.240408163267,229.12,231.77,230.77908163265306,0.007099999999997664,0.10070000000000334,3169.0
a41e90,7924.8,7924.8,7924.8,230.42,230.88,230.66649999999998,0.02999999999999403,0.012000000000000455,2219.0
a41e94,4838.7,5013.96,4949.951999999999,188.26,190.43,189.56,0.024699999999999278,0.023499999999998522,1217.0
a41f37,6591.3,6987.54,6713.219999999998,218.67,225.86,220.36329787234047,0.0027000000000043656,0.21940000000000737,3592.0
a42020,7551.42,7551.42,7551.42,243.19,243.19,243.19,0.0,0.0,17.0
a422f7,10363.2,10363.2,10363.199999999997,230.46,231.07,230.90948717948717,0.1758000000000024,0.04390000000000782,3592.0
a42323,9448.8,9448.8,9448.799999999997,261.25,261.25,261.25,0.0015000000000000568,0.0040000000000048885,1121.0
a423c4,10965.18,10972.8,10969.618021978024,251.49,252.16,251.7465934065934,0.08109999999999928,0.07890000000000441,3206.0
a423d7,9136.38,9144.0,9137.814352941175,235.39,237.51,237.2163529411765,0.05870000000000175,0.02020000000000266,3306.0
a42665,7909.56,7917.18,7914.167441860466,180.18,181.8,181.26356589147284,0.03900000000000148,0.19610000000000127,3592.0
a42680,8534.4,8534.4,8534.4,233.18,233.18,233.18,0.0,0.0,17.0
a426a5,5433.06,5821.68,5654.04,173.39,176.46,174.88818181818178,0.0069000000000016826,0.08749999999999147,2884.0
a42a14,10972.8,10972.8,10972.800000000001,224.89,225.88,225.4131092436975,0.19079999999999586,0.0741999999999905,3592.0
a42a5c,10561.32,10645.14,10600.399714285712,239.26,239.78,239.62571428571422,0.0007000000000019213,0.04579999999999984,2641.0
a42a91,449.58,472.44,470.1539999999999,69.45,71.0,70.845,0.003700000000002035,0.0,192.0
a42e13,10675.62,10675.62,10675.62,241.69,241.69,241.68999999999994,0.0,0.0,296.0
a42e48,7254.24,7391.4,7346.15625,241.22,242.9,242.515,0.022500000000000853,0.0257000000000005,1217.0
a42ef4,114.3,8153.4,6185.160512820514,68.65,266.77,219.28316239316234,2.1429000000000045,8.008399999999995,3382.0
a42efc,9448.8,9448.8,9448.800000000001,243.97,243.97,243.96999999999997,0.0,0.0,180.0
a43458,10980.42,11277.6,11111.528823529412,220.73,222.62,221.56382352941176,5.148900000000005,1.7652999999999963,2688.0
a4359b,11582.4,11590.02,11588.14430769231,235.2,235.84,235.59884615384615,0.029200000000003,0.2897999999999996,3592.0
a43667,11582.4,11582.4,11582.4,256.61,256.61,256.61,0.0,0.0,17.0
a437ce,7010.4,7010.4,7010.399999999998,239.75,241.08,240.87499999999997,0.020100000000006446,0.07900000000000773,618.0
a437da,10668.0,10668.0,10668.0,245.54,246.03,245.77111111111114,0.08600000000000207,0.037600000000011846,3342.0
a438c3,11582.4,11590.02,11585.7528,241.48,241.89,241.5729333333333,0.02459999999999951,0.04250000000000398,2659.0
a43b85,3520.44,3550.92,3533.986666666667,150.39,150.46,150.42111111111114,0.004800000000003024,0.0009000000000014552,2511.0
a43bc6,373.38,396.24,380.19789473684216,68.94,68.94,68.94,0.004699999999999704,0.0,2018.0
