icao24,min_altitude,max_altitude,mean_altitude,min_velocity,max_velocity,mean_velocity,latitude_range,longitude_range,duration,PCA1,PCA2,kmeans_cluster
84b77f,4617.72,4716.78,4645.377777777778,143.35,145.59,144.06037037037038,0.0031999999999996,0.0113000000000056,459.0,2.927988709202774,-0.7402089208245172,1
84c790,6827.52,6827.52,6827.52,208.26,208.26,208.26,0.0,0.0,17.0,0.6411251904076116,-1.0151290430595503,2
84d28e,10020.3,10020.3,10020.3,253.48,253.48,253.48,0.0,0.0,209.0,-1.570413182517194,-1.08761131331742,2
850df2,5966.46,6065.52,6012.982105263157,226.49,228.05,227.23052631578943,0.0213000000000036,0.0010000000000047,1027.0,0.4151040854214436,-0.7362126443715092,2
8515a2,7917.18,7924.8,7923.37125,228.31,228.31,228.31,0.0049999999999954,0.0458999999999889,1217.0,-0.27463858746342956,-0.7193237847626681,2
851826,10058.4,10058.4,10058.400000000003,254.66,254.74,254.6989743589743,0.0035999999999987,0.0272999999999967,1043.0,-1.647642312147803,-0.8500453721405907,2
851848,2133.6,2133.6,2133.600000000001,124.66,124.66,124.65999999999995,0.005900000000004,0.0015999999999962,1139.0,4.252705139033538,-0.48338893488837326,1
85186a,6377.94,6522.72,6445.099322033898,211.72,213.32,212.50050847457624,0.0034999999999953,0.032100000000014,2688.0,0.557276228364702,-0.2510562460784088,2
85188c,8526.78,8534.4,8534.228764044943,236.63,237.18,236.83067415730343,0.0082999999999984,0.1567000000000007,3218.0,-0.7769484024193736,-0.16084938679014688,2
851914,5974.08,6088.38,6024.124864864865,207.62,208.62,208.01189189189188,0.0046000000000034,0.0221000000000231,910.0,0.8830592745016876,-0.7402139450391448,2
851958,8823.96,8968.74,8886.552857142855,239.46,242.46,240.99042857142848,0.0283000000000015,0.0529999999999972,2075.0,-0.9559835588981476,-0.4964141709356925,2
851bba,8214.36,8298.18,8284.300714285715,231.95,232.58,232.3775,0.0032999999999958,0.0153999999999996,1331.0,-0.49572688057169917,-0.7013596510582798,2
851bfe,3063.24,3413.76,3302.9769230769234,130.13,133.65,132.3106410256411,0.0801999999999978,0.0835999999999899,3592.0,3.5787239170300853,0.22993595260008529,1
851c20,10066.02,10172.7,10116.369873417723,224.78,225.56,225.0589873417722,0.0189999999999983,0.0507000000000061,2245.0,-0.99741805074065,-0.4510733606179024,2
851c64,10660.38,10668.0,10664.483076923074,230.22,238.67,234.63786324786324,0.2665000000000006,0.0542000000000086,3592.0,-1.476889340603942,-0.0071431890351046174,2
851cec,7254.24,7269.48,7266.939999999999,220.15,220.15,220.15,0.0007999999999981,0.0043000000000006,350.0,0.18707575625074782,-0.9467348994543557,2
85d42c,11269.98,11277.6,11272.355064935064,232.59,233.55,232.981948051948,0.1460000000000008,0.1059999999999945,3592.0,-1.64541037780605,-0.0579383270516205,2
861ae1,2110.74,2575.56,2468.2938461538465,145.18,149.31,148.35692307692307,0.0700000000000002,0.0435000000000229,986.0,3.605629348648511,-0.5193603662353652,1
861ae4,6233.16,7452.36,7029.1325000000015,209.09,226.98,221.26516666666672,0.0079999999999955,0.286200000000008,3592.0,0.1833609030490519,0.08991326595445519,2
861b03,10668.0,10668.0,10668.0,241.67,242.63,242.2886666666667,0.1258000000000052,0.1893000000000029,1217.0,-1.5638825507579939,-0.7243078951843849,2
861b20,10668.0,10668.0,10668.0,255.0,255.07,255.0544444444444,0.0157000000000024,0.1337000000000046,3206.0,-1.9555007021753572,-0.23142034022458408,2
861ba8,10058.4,10058.4,10058.399999999996,235.94,236.5,236.02737704918025,0.1653999999999982,0.0235999999999876,3592.0,-1.3017018159246712,-0.051268165878046154,2
861eb4,11887.2,11887.2,11887.2,237.02,237.62,237.4825862068965,0.2071999999999931,0.0487999999999999,3592.0,-1.9629335524441511,-0.06583664482596117,2
861ef8,3337.56,3528.06,3449.6720792079204,155.9,167.64,162.63742574257424,0.0634999999999976,0.0431000000000096,3169.0,2.7987194559202266,0.056647906498806695,1
861f22,11277.6,11277.6,11277.6,259.02,259.02,259.02,0.0,0.0,74.0,-2.1335085436096763,-1.1552041844927436,2
861fa4,11879.58,11887.2,11885.913506493502,236.92,238.03,237.24454545454543,0.0377000000000009,0.2471999999999923,3592.0,-1.9621949911552168,-0.08638789682340392,2
86220c,10363.2,10370.82,10365.943200000002,226.27,226.66,226.3456,0.0851999999999968,0.1099999999999994,2867.0,-1.1407541995215777,-0.255751272716612,2
8626cc,198.12,198.12,198.12,72.54,72.54,72.53999999999999,0.0,0.0,192.0,6.229934105803695,-0.6345141937692051,1
862d0c,8275.32,8785.86,8465.473636363638,247.0,250.63,250.02818181818185,0.0073999999999969,0.1289999999999906,2884.0,-1.0604441918056666,-0.2579479638154636,2
862db6,53.34,990.6,401.5945945945947,79.84,110.25,87.96932432432435,0.0721999999999951,0.0842999999999847,3592.0,5.481616518176476,0.4061385267178191,1
868012,10972.8,10972.8,10972.8,237.61,237.61,237.61,0.0039999999999977,0.0386000000000024,2423.0,-1.6023414323420477,-0.4469899836386413,2
86803b,11887.2,11887.2,11887.2,231.18,232.04,231.7430578512397,0.1148999999999986,0.0927000000000077,3592.0,-1.8226465279510358,-0.07810068944356868,2
868043,9753.6,9753.6,9753.6,217.92,218.63,217.98761904761903,0.0765000000000029,0.1492000000000075,2161.0,-0.6998623254387644,-0.4268277222535415,2
8681a8,4015.74,4975.86,4493.455384615386,182.17,187.29,183.42188034188035,0.0557999999999978,0.1063000000000045,3592.0,1.8753984310453042,0.14238960817067067,1
8681ab,10500.36,10561.32,10555.514285714287,227.17,227.59,227.21,0.0124999999999957,0.0217999999999847,352.0,-1.1180498801775083,-1.0027033983325087,2
8681b0,9753.6,9753.6,9753.600000000008,224.81,225.32,225.20708661417325,0.0217000000000027,0.1948000000000149,3592.0,-0.92696145257405,-0.04625280170067989,2
8681b5,7787.64,7901.94,7852.703076923077,252.19,252.91,252.85461538461533,0.0325000000000024,0.0383000000000208,1165.0,-0.8419750041952101,-0.760647816130303,2
8681b7,10972.8,10972.8,10972.800000000005,230.65,231.21,231.0182352941177,0.0733999999999994,0.3199999999999932,3592.0,-1.4919280949313858,-0.03923976569223137,2
8681b9,11148.06,11193.78,11178.215744680849,238.0,239.1,238.3442553191489,0.0105999999999966,0.0021000000000128,1735.0,-1.6652376017864865,-0.6454761668246078,2
8682f4,11582.4,11582.4,11582.4,248.9,248.9,248.9,0.0,0.0,56.0,-1.9910184645911042,-1.148595429275958,2
868710,10668.0,10668.0,10668.0,269.24,270.39,269.77402061855673,0.0320999999999997,0.1430000000000006,3169.0,-2.314932106814294,-0.257465203094943,2
8687bc,6766.56,8122.92,7647.350357142857,237.94,244.69,241.15428571428572,0.0594000000000036,0.2182999999999992,1413.0,-0.4707252160439629,-0.5790950394330002,2
869582,10363.2,10363.2,10363.2,209.0,235.94,227.36818181818185,0.0889000000000024,13.375400000000012,2018.0,-1.198100897675159,1.684957847471592,0
8695a4,10668.0,10668.0,10668.0,275.95,276.6,276.21920000000006,0.0148999999999972,0.067300000000003,3206.0,-2.4725867282409606,-0.2761567151133861,2
8695c6,10668.0,10668.0,10668.0,244.5,245.23,244.8135555555556,0.1537999999999968,0.1801999999999992,3206.0,-1.7097003673772593,-0.16232729659385947,2
86ce6c,11887.2,11887.2,11887.200000000004,256.68,256.68,256.6800000000001,0.0013000000000005,0.0024999999999977,439.0,-2.3015113434504837,-1.0578482152985982,2
86cf09,9197.34,9197.34,9197.34,225.31,225.31,225.31,0.0,0.0,192.0,-0.5988944884546893,-1.032630905581219,2
86d1de,7246.62,7696.2,7448.588484848485,205.15,206.09,205.44828282828288,0.0041000000000011,0.0833999999999832,3169.0,0.35576110464977817,-0.1039513786325381,2
86d222,3406.14,3604.26,3481.764905660378,184.5,187.07,186.0254716981132,0.0209000000000045,0.0306999999999959,3169.0,2.2040550506313736,-0.015091394948254129,1
86d288,12184.38,12192.0,12189.968,236.77,237.01,236.84680000000003,0.0425000000000039,0.0267000000000052,2245.0,-1.997007281462245,-0.5047359810318515,2
86d2ee,8130.54,8435.34,8226.2472,227.58,243.61,234.3254666666667,0.0632999999999981,0.1777000000000157,3592.0,-0.6687734948018044,0.009926119428271322,2
86d334,12184.38,12192.0,12190.1712,227.75,230.68,229.37106666666665,0.0769999999999981,0.2811000000000092,3592.0,-1.8709771592242965,-0.05689256827044326,2
86d594,342.9,342.9,342.8999999999999,86.27,86.27,86.27,0.0,0.0,52.0,5.850830464749508,-0.6988286503667497,1
86d5b6,4000.5,4000.5,4000.5,186.51,186.51,186.51,0.0,0.0,109.0,2.1425318031489478,-0.9073520719737878,1
86d5c3,5509.26,5509.26,5509.26,193.56,193.56,193.56,0.0,0.0,282.0,1.4433656044147765,-0.8949180102616672,1
86d5d8,11574.78,11582.4,11581.707272727272,249.07,250.69,249.715909090909,0.0262999999999991,0.1239000000000061,2884.0,-2.130369284417757,-0.32342500496921045,2
86d5e5,403.86,419.1,417.576,74.77,75.16,74.809,0.000399999999999,0.0005999999999914,2407.0,6.0072937439279395,-0.017616309992865297,1
86d5fa,11879.58,11887.2,11884.025,257.02,257.87,257.40333333333336,0.0073000000000007,0.0613999999999919,389.0,-2.3177394818837227,-1.0599598101581147,2
86d602,5829.3,6484.62,6332.764285714285,219.73,230.07,227.7557142857143,0.117600000000003,0.0722999999999842,1165.0,0.36313852568558047,-0.6235905154944341,2
86d61c,6301.74,6934.2,6447.028,206.15,214.43,208.4386666666667,0.007799999999996,0.1474999999999795,1182.0,0.6431352095381393,-0.6237812426940064,2
86d64b,6720.84,6720.84,6720.839999999999,213.7,213.7,213.69999999999996,0.0,0.0,1033.0,0.5038281433796618,-0.736622021486703,2
86d68f,3413.76,11590.02,9776.767878787878,144.05,232.23,212.50404040404035,0.943000000000005,7.786599999999993,3592.0,0.09648768162830162,1.94637544403866,0
86d9d2,11879.58,11887.2,11882.387368421052,266.15,266.27,266.2573684210526,0.0095999999999989,0.0477999999999951,2671.0,-2.6245312092962023,-0.4354678843052455,2
86da1e,11407.14,11407.14,11407.14,244.51,244.51,244.51,0.0,0.0,17.0,-1.821929383022215,-1.1494825017859451,2
86dd6e,12009.12,12108.18,12028.932,248.42,248.79,248.494,0.0060000000000002,0.028899999999993,2444.0,-2.2418746244385614,-0.47371020005454667,2
86e184,9090.66,9928.86,9250.039663865546,247.63,257.06,251.75999999999996,0.1432000000000002,0.2727000000000146,3592.0,-1.4828628893510452,0.00882755498893761,2
86e4da,11277.6,11277.6,11277.600000000002,248.95,248.95,248.95,0.0,0.0,192.0,-1.8926951796513394,-1.1054586791040133,2
86e79a,9220.2,9273.54,9247.928333333335,243.33,243.33,243.33000000000004,9.999999999621424e-05,0.0133000000000151,894.0,-1.0846079003738593,-0.8618090184063053,2
86e7bc,10660.38,10668.0,10662.513599999998,267.12,267.35,267.3408,0.0807000000000002,0.2396999999999991,2867.0,-2.2406244214692865,-0.30871908061294817,2
86e7de,10965.18,10972.8,10968.228,247.33,248.48,248.0476,0.0578999999999965,0.1367999999999938,2867.0,-1.8738064089747632,-0.3039840473752596,2
86e800,10660.38,10668.0,10664.3424,286.76,288.66,287.4508,0.0784999999999982,0.2358000000000011,2867.0,-2.738033323877676,-0.3404595526517504,2
86e866,12496.8,12496.8,12496.8,261.4,261.4,261.4,0.0131999999999976,0.0614999999999952,74.0,-2.6127000007498835,-1.1649770140216402,2
86e890,10782.3,10934.7,10866.78675,250.13,251.24,250.791875,0.0549999999999997,0.0623999999999966,2728.0,-1.8984981309666094,-0.35419050429674387,2
86eb72,11414.76,11582.4,11559.59602941176,237.6,239.59,239.0975,0.2237000000000009,0.0699000000000182,3592.0,-1.8722107732799298,-0.04579478186118276,2
87304a,10972.8,10972.8,10972.8,245.86,245.86,245.86000000000004,0.0,0.0,233.0,-1.7139133834677307,-1.083872858843258,2
880443,11582.4,11582.4,11582.4,224.15,224.15,224.15,0.0,0.0,91.0,-1.3887600572236873,-1.0980463021641012,2
880454,11308.08,11308.08,11308.079999999998,230.19,230.19,230.19000000000003,0.0,0.0,233.0,-1.4472932394768945,-1.0635714854132983,2
880843,2727.96,2727.96,2727.96,170.47,170.47,170.47,0.0,0.0,17.0,2.9762367522306516,-0.8860765960669995,1
880c42,2804.16,3596.64,3472.688,158.75,163.77,160.72466666666668,0.1045000000000015,0.1294000000000039,374.0,2.986295655074895,-0.6916318032282611,1
880c4d,11277.6,11277.6,11277.600000000002,223.8,223.8,223.80000000000007,0.1034999999999986,0.029200000000003,338.0,-1.287007617340614,-0.9856265821164056,2
881051,281.94,419.1,368.14125,67.01,67.26,67.025625,0.0211000000000005,0.0117000000000047,2706.0,6.204445072094354,0.09218341289663612,1
882da2,5593.08,5890.26,5757.817142857144,207.64,210.71,210.00523809523813,0.0471000000000003,0.0053000000000054,2706.0,0.8707722304894225,-0.21267070695449714,2
8830e9,10972.8,10972.8,10972.8,230.49,230.5,230.4907692307692,0.0819000000000009,0.0013000000000005,286.0,-1.342480725943867,-1.0175707569780443,2
8830ed,10058.4,10066.02,10059.518532110083,231.07,232.13,231.6376146788992,0.1196999999999981,0.1864000000000061,3592.0,-1.193246297537958,-0.031069657680472283,2
8830f1,9144.0,9189.72,9161.299459459458,245.04,245.42,245.21459459459464,0.0212000000000003,0.0238000000000084,1433.0,-1.125001951664657,-0.7031990836024522,2
8850af,2034.54,2042.16,2040.8900000000003,109.98,110.38,110.31333333333332,0.0009999999999994,0.0002000000000066,192.0,4.675693713590226,-0.7252480547790171,1
885104,1402.08,1478.28,1432.0058181818183,143.54,144.18,143.97054545454552,0.0257999999999967,0.009600000000006,2459.0,3.9686228168568123,-0.12131398442102607,1
885110,9144.0,11887.2,11089.870909090912,253.56,269.24,254.9722727272728,31.7934,31.3395,2884.0,-2.8572366268987603,14.839151167452618,0
885112,10668.0,10668.0,10668.0,222.59,225.71,224.72475000000003,0.1562999999999945,0.0168000000000034,3592.0,-1.225242871607477,-0.041244895213436696,2
885114,11887.2,11887.2,11887.2,248.11,248.11,248.11,0.0,0.0,17.0,-2.0752435692791766,-1.1632373365202948,2
885118,11277.6,11277.6,11277.6,251.63,251.63,251.63,0.0,0.0,127.0,-1.9554159849052135,-1.1281454173666812,2
885119,10721.34,11582.4,11422.195645161284,251.79,253.41,252.8067741935484,0.2822000000000013,0.071399999999997,3592.0,-2.120513452268893,-0.02423873914071267,2
88516e,10668.0,10668.0,10668.0,254.77,255.9,255.46681818181807,0.0719999999999991,0.1105000000000018,2884.0,-1.9518514040455193,-0.3065477087773212,2
885170,7658.1,7871.46,7774.816097560974,242.89,245.89,244.51292682926825,0.0233000000000007,0.040300000000002,1027.0,-0.6100947859375363,-0.7799356107557477,2
885171,10058.4,10058.4,10058.4,273.86,273.86,273.86,0.0023999999999944,0.0054000000000016,1033.0,-2.114298203257803,-0.8884070452303601,2
885224,1203.96,1295.4,1245.744395604396,84.47,85.97,84.97000000000003,0.0259999999999998,0.0069000000000016,3306.0,5.432123252991128,0.21831880359884454,1
8852e3,10972.8,11887.2,11804.072727272727,271.94,271.94,271.94,0.0,0.0,180.0,-2.554178395261359,-1.122558941955204,2
88530c,9753.6,9753.6,9753.6,256.16,256.16,256.16,0.0,0.0,109.0,-1.539760691800244,-1.1157883911427342,2
88530f,1744.98,1988.82,1886.3056,100.08,115.54,111.57653333333332,0.0458999999999996,0.0484000000000008,3592.0,4.610407204394575,0.291567571462275,1
885968,1920.24,1935.48,1923.3661538461545,124.22,124.22,124.22000000000004,0.0069999999999996,0.0030999999999892,1243.0,4.330562519233116,-0.44895754436478813,1
885974,6225.54,6545.58,6450.1776,209.06,218.33,213.966,0.1073999999999983,0.0353000000000065,2867.0,0.5261514305875827,-0.1494782057592204,2
886289,11277.6,11277.6,11277.6,252.48,253.21,252.8558015267175,0.1378999999999983,0.1456000000000017,3592.0,-2.130182572864503,-0.08747131411925901,2
88628e,10866.12,10866.12,10866.12,221.4,221.4,221.40000000000003,0.0,0.0,109.0,-1.0754724470828623,-1.0767728605906688,2
888090,4465.32,5715.0,4689.868860759493,156.94,159.46,157.69746835443033,0.1171000000000006,0.0794000000000068,3184.0,2.3740864561298953,0.08332444912798434,1
8880ad,10058.4,10058.4,10058.4,244.36,244.36,244.36,0.0,0.0,0.0,-1.3525863119853938,-1.1320069904005414,2
8880b0,10043.16,10043.16,10043.16,232.73,232.86,232.795,0.0099,0.0375999999999976,3151.0,-1.1942005717156987,-0.21723665870105688,2
8880b5,10066.02,10066.02,10066.02,252.25,252.66,252.52333333333328,0.0047999999999994,0.0276000000000067,338.0,-1.5675902527624328,-1.043758175855113,2
8880e0,11269.98,11277.6,11272.058181818184,251.09,284.8,278.26818181818186,13.1452,36.9528,2884.0,-3.1331892457958803,9.757298953645794,0
8880e4,762.0,762.0,762.0,97.3,97.3,97.3,0.0,0.0,17.0,5.438731407164427,-0.7336514121416372,1
8880f1,2758.44,3299.46,3054.580909090909,150.47,153.33,152.2090909090909,0.0593000000000003,0.0243999999999999,2884.0,3.197679223907389,-0.009542917168526809,1
8880f7,10660.38,10668.0,10666.476,267.18,271.96,269.42400000000004,0.0549999999999997,0.1408000000000022,2867.0,-2.297138415626758,-0.3281854930034708,2
88811a,9060.18,9342.12,9167.1648,224.98,229.77,226.0716,0.1114999999999994,0.045100000000005,2867.0,-0.7505730565021931,-0.22259169679443966,2
88811b,10972.8,10972.8,10972.8,239.84,239.84,239.84,0.0,0.0,192.0,-1.5654077180622439,-1.0855014616869598,2
888124,12192.0,12192.0,12192.0,228.15,229.29,229.06266666666664,0.0224000000000046,0.0389999999999872,338.0,-1.7247348758700531,-1.0308933145943273,2
888126,9753.6,9753.6,9753.6,231.0,231.0,231.0,0.0,0.0,299.0,-0.9338158989179898,-1.020976765729707,2
888128,10668.0,10668.0,10668.0,255.39,255.39,255.39,0.0,0.0,17.0,-1.8324804458227246,-1.1553153037357682,2
888129,3756.66,3848.1,3807.2646153846135,159.83,161.07,160.3910256410256,0.0274,0.0137,2430.0,2.7501727133784697,-0.19254150192961275,1
88812b,10355.58,10355.58,10355.58,267.29,267.29,267.29,0.0,0.0,74.0,-2.0173486226086563,-1.153759955309348,2
888134,3695.7,3756.66,3746.5,158.2,158.92,158.8,0.0053000000000018,0.0071999999999974,423.0,2.9007556045519696,-0.7628384087658869,1
888139,12496.8,12496.8,12496.8,243.56,243.62,243.6125,0.0011000000000009,0.009600000000006,2459.0,-2.2749750065108114,-0.47704637187368915,2
88819e,1684.02,1684.02,1684.0200000000002,134.17,134.17,134.17,0.0,0.0,123.0,4.2172311590123215,-0.7795292888220037,1
8881aa,9806.94,10134.6,9936.48,224.68,226.73,226.4892,0.1311999999999997,0.0143999999999948,2867.0,-0.9915049472460131,-0.23603920079012067,2
89405a,8801.1,8846.82,8841.74,211.78,213.28,211.98333333333332,0.0576000000000007,0.0572000000000016,2848.0,-0.26659178878537526,-0.22680411784029697,2
89405c,9753.6,9753.6,9753.6,242.27,242.27,242.27,0.0,0.0,0.0,-1.1965256297823352,-1.1235956557584994,2
894061,10058.4,10058.4,10058.4,228.16,228.92,228.240625,0.0220999999999982,0.0531999999999968,2534.0,-1.0686864292277656,-0.37629099921563125,2
8940c9,10668.0,10668.0,10668.0,236.28,236.51,236.37454545454548,0.0841999999999991,0.0501000000000004,2884.0,-1.4876475249652665,-0.2827446553894418,2
8940cd,10058.4,10058.4,10058.4,234.26,234.75,234.61272727272723,0.0471000000000003,0.1762999999999976,3592.0,-1.2621809777450568,-0.06170032584803157,2
8940ce,3352.8,3368.04,3356.316923076923,147.27,157.66,152.54576923076925,0.0397999999999996,0.0460000000000064,812.0,3.1577310814376665,-0.6040443029844252,1
8940d2,9441.18,9441.18,9441.18,233.3,233.3,233.3,0.0,0.0,127.0,-0.8751993128907265,-1.0680301761637159,2
8960d2,5097.78,5181.6,5147.4914285714285,168.36,176.58,172.90238095238095,0.0017999999999993,0.0541999999999944,2793.0,1.9726546700496397,-0.12165690544329007,1
8960ec,2598.42,2598.42,2598.42,152.61,152.61,152.61,0.0,0.0,74.0,3.4542032965899128,-0.8385589304223593,1
8960f2,1089.66,1089.66,1089.66,109.97,109.97,109.97,0.0,0.0,17.0,5.016729773762594,-0.7598368479693871,1
8960f4,12192.0,12192.0,12192.0,229.8,230.25,230.221875,0.0638000000000005,0.1629000000000005,2867.0,-1.8597995995954701,-0.29003198371769845,2
8960f6,11887.2,11887.2,11887.200000000004,276.71,277.21,276.83181818181816,0.0251000000000019,0.1528000000000027,2884.0,-2.896813957230877,-0.3710126390021992,2
89610e,3101.34,3101.34,3101.34,141.45,141.45,141.45,0.0,0.0,163.0,3.5493976914902983,-0.8033828041224419,1
89611e,2324.1,2423.16,2373.630000000001,164.35,178.99,172.82758064516128,0.0050999999999987,0.0409000000000006,1994.0,2.969459912388397,-0.28935978638915966,1
896169,2606.04,2758.44,2681.115737704918,171.53,172.49,172.05491803278687,0.0139000000000031,0.0261999999999957,2724.0,2.842189720822389,-0.11145865004373968,1
896175,11582.4,11582.4,11582.399999999998,261.82,261.82,261.82000000000005,0.0,0.0,192.0,-2.3116938507121563,-1.1316000160700745,2
896178,647.7,1280.16,967.74,89.18,111.73,103.5775,0.022499999999999,0.0494000000000056,3206.0,5.1186268020641394,0.22833726212238775,1
896179,11277.6,11277.6,11277.600000000006,258.7,276.2,269.51459016393443,5.038499999999999,7.011099999999999,3592.0,-2.6538055205367583,2.568021341103794,0
89617b,10668.0,10668.0,10668.0,254.61,254.61,254.61000000000004,0.0,0.0,282.0,-1.8242502178834477,-1.079510724511745,2
89618a,12192.0,12192.0,12192.0,272.19,272.19,272.19,0.0,0.0,299.0,-2.7791559564821053,-1.1285135613139823,2
89618b,11277.6,11277.6,11277.600000000002,288.77,290.36,289.85912500000006,0.0368999999999957,0.4635999999999995,3592.0,-3.030433776049945,-0.12744660608288244,2
896194,11277.6,11277.6,11277.6,257.03,258.18,257.4003488372092,0.0679000000000016,0.1858999999999984,3254.0,-2.2303053751537356,-0.20511362040619244,2
89620b,10668.0,10668.0,10668.0,264.77,264.77,264.77,0.0,0.0,17.0,-2.061270643919736,-1.17074270835537,2
896210,10668.0,10668.0,10668.0,270.43,271.08,270.5429166666667,0.0057000000000044,0.0520999999999993,2192.0,-2.295026490258606,-0.5574669809506507,2
896211,10058.4,10058.4,10058.4,260.91,261.14,260.9625714285714,0.0062999999999959,0.0198999999999998,1331.0,-1.813178368203127,-0.7794780995345587,2
89629f,10668.0,10668.0,10668.0,229.28,230.4,230.25066666666672,0.1416000000000039,0.0416999999999999,1217.0,-1.2647815713501351,-0.7226375257072954,2
8962d1,7444.74,7444.74,7444.740000000001,217.78,217.78,217.78,0.0,0.0,52.0,0.1947015720826514,-1.0310163358806046,2
8962e5,8694.42,8732.52,8722.12909090909,266.71,267.86,267.54636363636354,0.0117000000000011,0.0289000000000001,641.0,-1.4787323217239057,-0.9561237309663002,2
8962e6,10972.8,10972.8,10972.800000000005,253.0,254.85,253.7390909090908,0.1350000000000015,0.1611000000000046,3151.0,-2.032558164218569,-0.2045615915124979,2
896306,4526.28,5044.44,4727.241355932201,203.44,208.07,206.0806779661017,0.0466000000000015,0.1094000000000008,3592.0,1.2579358019763163,0.08495903653570337,1
89630e,2377.44,2529.84,2482.0418181818186,147.97,149.38,148.97454545454542,0.0233999999999987,0.0439000000000007,2884.0,3.477415011887618,-0.018077193188314297,1
896311,10668.0,10668.0,10668.0,264.76,266.08,265.1882608695652,0.1669000000000053,0.3238999999999983,3592.0,-2.227221797718514,-0.05920676606826532,2
896312,10668.0,10668.0,10668.0,263.25,264.09,263.7614285714285,0.0123000000000033,0.0146999999999977,2721.0,-2.146172440206832,-0.40083131594741234,2
896327,3200.4,3200.4,3200.4000000000005,155.57,155.57,155.56999999999996,0.0,0.0,109.0,3.1730406147008257,-0.8434082140249747,1
89634a,304.8,3589.02,1849.9015384615384,7.72,88.86,71.24999999999999,3.913800000000002,7.783799999999999,2884.0,5.728505312150658,2.8554905549700464,1
896354,10668.0,10668.0,10668.0,279.84,280.48,280.1373737373737,0.0701000000000036,0.1221999999999994,3206.0,-2.5689796260414095,-0.25632826762220806,2
89637b,10668.0,10668.0,10668.0,237.77,237.77,237.77,0.0,0.0,127.0,-1.4071870386676393,-1.0954019296691917,2
89639b,11887.2,11887.2,11887.2,244.59,244.59,244.59,0.0,0.0,17.0,-1.9893862667950106,-1.1574479480063296,2
89639f,11887.2,11887.2,11887.200000000004,278.91,281.4,279.8585714285714,0.0489999999999994,0.1225999999999984,2706.0,-2.9672459658916677,-0.4199003233118942,2
8963a1,12496.8,12496.8,12496.800000000005,239.02,242.04,241.2012987012987,0.0403999999999982,0.2125999999999948,3592.0,-2.2562977006067664,-0.1035226586591815,2
8963ad,1965.96,2148.84,2016.252,124.09,141.53,132.662,0.0621999999999971,0.0400000000000062,2867.0,4.003924945257517,0.05203556818609255,1
8963b3,10668.0,10668.0,10668.0,230.34,231.28,230.56195121951225,0.0216999999999991,0.1663999999999958,1856.0,-1.3082674966021464,-0.5623178801852843,2
8963b5,10363.2,10363.2,10363.2,225.33,225.33,225.33,0.0,0.0,233.0,-1.002994605534306,-1.040159137796862,2
8963d3,9753.6,10058.4,10046.208,249.68,271.42,269.8064000000001,1.814,9.5595,3592.0,-2.0725710599299347,2.002255250650539,0
8963d7,5402.58,10668.0,6546.849999999999,165.35,279.85,186.885,1.8452999999999984,6.660800000000002,2762.0,0.0595595186759275,1.7745218158109077,0
8963d9,10972.8,10972.8,10972.799999999996,262.37,262.92,262.5822727272727,0.0026999999999972,0.0986999999999937,2884.0,-2.2321196070282125,-0.34826162744383554,2
8963e2,3840.48,10668.0,8969.501999999999,260.23,260.48,260.42999999999995,21.375,31.1427,742.0,-1.6667719347514318,11.055720136890189,0
8963e6,11887.2,11887.2,11887.2,286.48,286.48,286.48,0.0053999999999945,0.0127999999999985,2669.0,-3.119375196102047,-0.47680515664839046,2
8963f3,12192.0,12192.0,12192.0,259.3,259.3,259.30000000000007,0.0014000000000002,0.1145999999999958,2884.0,-2.5712217605698386,-0.3615531535758825,2
89640a,11269.98,11277.6,11273.9424,279.8,280.09,279.86960000000005,0.0271000000000043,0.0557000000000016,2659.0,-2.7484168099330994,-0.44429977810312843,2
896413,7109.46,7406.64,7158.228000000002,223.45,230.51,224.5833333333333,0.0473999999999996,0.1332999999999984,374.0,0.046308075304456124,-0.8916331553380223,2
89642d,9456.42,9456.42,9456.42,225.41,225.41,225.41,0.0,0.0,163.0,-0.6894727525768098,-1.0451783845492872,2
896439,11277.6,11277.6,11277.60000000001,260.45,261.6,260.6790756302521,0.0758999999999971,0.2272999999999996,3592.0,-2.3268234245023063,-0.10642066331830548,2
896442,12496.8,12496.8,12496.8,233.48,233.99,233.633,0.0251000000000019,0.2064000000000021,3592.0,-2.082272250689978,-0.10217214547896594,2
896451,1173.48,1173.48,1173.4799999999998,94.66,101.86,95.82666666666668,0.0186999999999954,0.0003000000000099,338.0,5.276666860699485,-0.6310241983962543,1
896458,1813.56,2103.12,2036.298461538461,135.97,142.26,140.80846153846153,0.0046999999999997,0.0781999999999953,986.0,3.937453505315073,-0.5165574171032394,1
896459,11277.6,11277.6,11277.600000000002,255.83,264.95,258.6059090909091,2.8286999999999978,9.855,2884.0,-2.411439367096613,2.125428970523843,0
89645a,11277.6,11277.6,11277.6,242.5,243.18,243.1,0.0598999999999989,0.1269999999999953,2884.0,-1.8580687084580276,-0.29802615909819763,2
896463,11277.6,11277.6,11277.6,265.72,265.72,265.72,0.0103000000000008,0.0773999999999999,3169.0,-2.4239325308329356,-0.28019637615295007,2
896471,2446.02,2567.94,2489.3016,125.43,126.56,125.9696,0.0399999999999991,0.0233999999999952,2867.0,4.021405959039183,0.01459805180732568,1
